gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No,PaymentMethod_Bank transfer (automatic),PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,avg_monthly_spend,num_services,charge_per_service,high_monthly_charges,engagement_score
-0.1991128,0.0038795003,0.06415344,0.087090604,-0.036274515,-0.07695624,0.06833058,0.11862443,0.1621609,0.09958043,0.07993486,0.069776736,0.108646095,-0.054578207,-1.6741316,-0.04491068,-0.00924459,0.20370445,-1.8805087,0.03751655,-0.03729819,-0.37294808,0.1416722,-1.4645802,0.30231032,0.23670696,-0.868923,-0.06984253,0.08873271,-0.0016306704,-0.0029237508
-0.086928844,0.016100757,-0.15523998,0.0831431,-0.3580258,-0.07177253,-0.11283328,0.22628759,0.21701592,-0.55858356,0.21096838,-0.13428494,-0.14369898,-0.12821443,0.7573006,-0.15721832,0.101159334,-1.0795784,0.28456324,0.044761956,0.045094255,0.058589682,0.19039664,-1.5566086,0.32296193,0.23068328,0.15084845,-0.05474866,-0.0662513,-0.0062217624,0.00611601
-0.050092738,0.05730556,-0.016743032,0.06535551,-0.41273126,-0.05970126,-0.14291775,0.2390701,-0.5572309,-0.34148738,0.26376453,-0.13423455,-0.16118547,0.06964735,0.81934434,-0.12964351,-0.05164006,0.20804054,0.28167865,0.07427797,0.07345305,0.07436159,-1.1741154,0.17913724,0.3451808,0.23987924,0.4859906,0.011282826,0.42662495,-0.0058440836,-0.0017427036
-0.14934431,0.02108493,0.008475895,0.1044132,0.032029223,-0.050498944,0.08883031,-0.61256826,0.3128748,-0.3596712,-0.8330647,-0.09028134,-0.24283683,0.03440858,0.9339016,0.17403793,-0.06497126,0.17321205,0.2326523,0.14297368,0.093177095,0.046180636,0.13883029,0.13404213,-0.47286096,0.20355414,0.58407843,0.051848363,0.61092204,-0.0055748676,0.002277541
-0.021903073,0.011645085,-0.17776304,-0.4194473,-0.21846744,-0.036452163,-0.11366723,-0.65248066,-0.32085085,-0.33630714,-0.3406269,-0.13224077,-0.18621732,-0.026752472,0.5194197,-0.0039693764,0.18211286,0.17707418,-1.9054649,0.055715114,0.0459872,0.02909567,0.08749395,-0.8495122,0.2950828,0.20053007,0.57923543,-0.026040299,0.44434986,-0.0068266136,0.008472282
0.03259296,-0.0012106285,0.026513778,0.081917785,-0.6205439,-0.12875476,0.11983318,0.14789422,0.15205887,0.14791155,0.13781312,0.05229772,0.015669538,-0.037149455,-1.0163572,-0.17980434,-0.0057155117,-1.2727242,0.20546333,0.047237184,-0.057354074,-0.6355496,0.16023546,0.18885861,0.35794476,-1.3137469,-0.5948754,-0.064351425,-0.17915203,0.0012874373,-0.013854144
0.02926029,0.021203082,0.04323785,-0.4010071,-0.88134474,-0.053883627,-0.16796102,-0.9272888,0.32040253,-0.2955315,0.17996281,-0.086346895,-0.13268265,-0.08507929,0.85939187,-0.20460127,0.092413284,0.18972285,-1.7157171,0.06184773,0.05679499,0.034757372,-0.9104769,0.13631643,0.2784985,0.20369576,0.22004564,0.016045151,0.41314608,-0.005729192,0.0013724635
0.18762673,-0.0017038456,-0.14981885,-0.35908982,0.06702078,-0.06683101,0.08998969,0.15115696,0.14661619,-0.5571897,-0.51580244,0.11325864,0.16225849,-0.0996477,-0.16776735,0.008162915,-0.07781326,0.22455066,0.24710408,-0.08733459,-0.1606031,0.044211965,0.18694519,-1.1880217,0.3232509,0.21715334,-0.32993123,-0.0352228,0.33053738,0.0032285752,0.009060841
0.11631267,0.025090497,0.02495669,0.09585452,-0.08811009,-0.073781826,0.07442054,0.20324802,-0.5079725,-0.56384873,0.20539969,0.1817224,-0.4571584,0.065572426,0.35697585,-0.30582717,-0.010641093,0.23202194,0.30418333,0.08425705,0.083175205,0.08931247,0.18823732,0.18560517,-0.6686159,0.2202128,0.3010335,0.03264248,-0.14515014,-0.006177563,0.0041799336
-0.049788985,0.029023051,-0.021728156,0.099098034,0.76777506,0.7796773,0.07210341,0.18855657,0.21730344,-0.25827718,0.25847873,0.05287078,-0.31867707,0.08978704,-0.35761708,0.34322146,0.02321798,0.21988973,0.2946665,-0.09028024,-0.106627785,0.1257259,0.17865641,0.22096418,-0.5437221,0.17098226,-0.3307786,0.023811381,0.1641961,0.0010588381,0.0040597627
-0.13972859,0.010597251,-0.038975146,0.06464893,-0.028544612,-0.13187487,0.106247514,0.14646077,0.15710014,0.09013802,0.11288732,0.06802144,-0.0121338265,-0.051020116,-0.8782852,0.034838572,0.0094423955,-1.2731359,0.21430774,0.042905536,-0.07798617,-0.46470588,-1.0489587,0.2293225,0.34174144,0.2455274,-0.7489244,-0.031497966,0.122145005,-0.0016306704,-0.0019741436
-0.1191071,-0.008706314,0.04806931,0.08104976,0.8868656,-0.09649671,0.09774873,0.16983007,0.1483147,0.10709327,0.17525318,0.05575455,0.11203624,-0.07105491,-0.7291711,0.62725,0.042194374,0.2555451,0.27545863,0.04536807,-0.12638722,-0.36988333,0.18511844,0.22312778,0.37217012,-0.8665577,-0.3645887,-0.017634884,0.09221706,-0.0007049384,-0.0022676443
0.09462296,0.008049181,-0.1690502,0.08621503,-0.5774006,-0.06851327,-0.17207846,0.17957878,-0.39737165,0.17621712,-0.72041863,0.20460439,0.11090355,0.042765047,-0.17926592,-0.27897415,0.24696644,0.2154889,-2.0929613,-0.12990713,-0.010804987,0.04698453,0.19847876,-0.821286,0.33407936,0.25324744,-0.11166189,0.053707846,0.6470487,0.010916792,0.012047547
-0.19079787,-0.0017948998,-0.09513574,-0.30555898,-0.39802352,-0.06937834,0.12692341,-0.6105099,-0.35640803,0.15156619,-0.6136505,0.13573056,0.11730999,-0.041919526,-0.05615421,-0.0343331,-0.14798264,0.18926251,0.22295739,-0.15937416,-0.06403428,0.033208046,0.19630402,-0.9182432,0.3105161,0.27407455,-0.031285144,0.028210325,0.41198066,0.0040368717,0.004832889
0.079513334,0.0059717423,-0.011740855,0.08779683,-0.30420884,-0.08706321,0.15685773,-0.95580137,-0.36041847,0.14716993,0.13183285,0.109151475,0.12126287,0.05591213,-0.20714457,-0.18693204,-0.044529386,0.2312102,0.25052592,-0.2191634,-0.035142444,0.050706677,-1.3901488,0.14301239,0.32720008,0.24585317,-0.43042454,0.0016394493,0.23134178,0.0018653917,0.0034213448
-0.015697533,0.033097677,-0.07581243,-0.5399934,-0.3481583,-0.070925936,-0.12981841,0.24132396,-0.59277123,0.19590458,0.22113459,-0.17806238,-0.3177555,0.07471771,0.8728532,-0.0068717482,-0.058026154,0.23088054,0.2904423,0.06877232,0.09797979,0.070742324,0.15386368,0.14619622,-0.53055817,0.22693846,0.6428635,0.014838032,0.1764814,-0.0052579953,0.022624755
0.015002032,0.009697213,-0.10313877,-0.42504203,0.83700395,0.6138495,0.13034992,0.14447434,-0.7025903,0.16101654,0.21458954,0.10595941,0.14077981,-0.17621444,-0.44621453,0.24445672,-0.008534408,0.23345904,0.28494525,-0.1439662,-0.11454873,0.07556924,0.15247259,0.17702474,-0.5557418,0.18366455,-0.41941628,-0.014712637,-0.21922968,0.013976059,0.0015103398
-0.06507828,0.00418132,-0.08800753,0.062951304,-1.2227764,-0.042555995,-0.102772094,-0.5909166,-0.32285267,-0.35650644,-0.5712272,-0.13108961,-0.15271814,-0.030561527,-0.008574648,-0.3502959,0.25845227,0.14287212,-2.1018326,-0.09738242,-0.013868751,0.02583153,0.1521949,-0.9035568,0.2502032,0.19167449,-0.12194253,-0.01728751,0.517799,-0.011035627,-0.004856343
0.08338048,-0.0064672194,0.06183077,-0.45209026,-0.3000111,-0.1055417,0.09431149,0.20997167,0.23095958,0.16019195,0.18467508,-0.24926212,-0.31175062,0.02050568,-0.33583683,0.14740355,-0.06670723,0.18499713,0.25556484,-0.1172944,-0.124560565,0.09948986,0.18066859,0.17617996,0.3897165,-1.2114418,-0.25295478,-0.0036924279,0.08148729,-0.0018719793,0.0037399358
0.086838365,-0.01544684,-0.13015813,0.057240978,-1.1295155,-0.039508477,-0.100019895,-0.6360986,-0.38881576,-0.41102573,-0.63600475,0.12873325,0.14946753,0.015700812,0.45375875,-0.35059017,0.15098667,0.19380778,-2.0443382,0.06636857,0.03619027,0.030612413,0.15848587,-0.8470981,0.23549786,0.19534987,0.09782042,0.008557519,0.36935663,-0.007634015,0.0036684172
-0.2206581,-0.008912227,-0.19800378,0.06917056,0.556295,-0.06635133,0.044504773,0.17114536,0.16885301,-0.28059757,0.19969712,-0.24823704,-0.25927624,0.06876696,0.6872515,0.48984024,0.03767346,0.21696337,0.27156088,0.042643256,0.07501283,0.06677017,0.15213533,-1.6305224,0.35647452,0.16158432,0.28693715,0.019892123,-0.1610353,-0.005370768,0.0019334842
0.06876226,-0.0030794286,-0.06117581,-0.24257323,-0.29553542,-0.08683581,0.21487232,-0.5974359,-0.17001499,-0.22518724,-0.42404467,0.11709473,0.06360376,-0.0018957311,-0.2635888,-0.2412407,0.16987202,-1.0904837,0.22257997,-0.139558,-0.031567242,0.03313114,0.16397302,0.13964024,0.2991708,-0.84100026,-0.08984689,0.03556384,0.5627256,0.0038154288,0.00407886
-0.1481556,0.0021474485,0.021188155,0.07001946,0.6397964,-0.098101586,0.09403531,0.14972727,0.16376089,0.09620109,0.17391455,0.049134012,0.10379099,-0.061881445,-0.80408716,0.43445292,0.04645042,0.25385746,0.261461,0.044952173,-0.11776093,-0.37153384,-1.2920789,0.22193392,0.35449296,0.09890059,-0.58372265,-0.00684202,-0.0012278017,-0.0007049384,-0.0022676443
-0.14263292,-0.06059532,0.015390883,0.057507962,0.65594214,-0.10409035,0.12473286,0.15171747,0.2776519,0.17517468,0.21120949,0.10073181,0.09754374,-0.105069265,-0.46938765,0.20218067,0.037273005,0.25371093,0.27438822,-0.10499046,-0.09304783,0.10126126,-1.3511652,0.19168606,0.24195755,0.19124642,-0.15074636,-0.0058910204,-0.5104883,0.0016205744,-0.0019227093
-0.009002984,0.024523368,-0.099085376,-0.28329593,-1.4324257,-0.041931324,-0.17372124,-0.7218608,-0.45470974,0.14849386,-0.62935096,-0.14763507,0.110139675,-0.098516345,0.6021385,-0.21904312,0.123313874,0.19223183,-2.1073186,0.06758079,0.034698986,0.033231914,-0.86286104,0.11680614,0.16512713,0.19598486,0.21469228,-0.0065908907,0.40835515,-0.007122097,0.0012661731
-0.19950397,0.038673785,0.06451174,0.08469294,0.19580166,-0.1355689,0.12694968,0.20823236,0.22908129,0.17897426,0.19042528,0.16002469,0.17759545,0.035977107,-0.22774428,-0.085866794,0.051286157,0.26381147,0.29370564,0.057424955,0.075720176,0.10152745,0.14053035,0.1979871,-0.5589882,0.2505868,-0.20568468,-0.029351715,-0.8479655,0.00018514437,-0.0015922858
0.15859064,0.016661124,0.046357837,0.046807878,-0.40272725,-0.10270976,0.08523811,0.13641302,0.19149566,-0.8347031,0.21553424,0.13240926,0.13272399,0.036344565,0.079221815,-0.4000589,-0.008129387,0.26460108,0.27499267,0.06913921,0.04426094,0.06612239,0.2090002,-1.6337044,0.37280342,0.2838295,-0.052383207,-0.03199033,-1.0342494,-0.0059167305,-0.00074451393
-0.12623627,0.032806918,-0.012592823,0.11226438,-0.46593225,-0.06838973,-0.14456914,0.22976199,-0.77550244,-0.35532564,0.21717437,-0.15925284,-0.32561058,0.061786227,0.7958027,-0.31777573,-0.024045764,0.21319792,0.27117312,0.07855302,0.07369999,0.08543606,0.16182967,0.1602343,-0.6400362,0.22724621,0.3208152,-0.0012563504,0.4436896,-0.0058131656,-0.0017600796
0.12690933,0.033560473,-0.016902087,0.10024404,0.17534691,-0.053001173,-0.1338546,0.20580512,0.2981068,-0.45731053,0.24487427,-0.14479646,-0.17912158,0.08204468,0.8453417,0.3091587,0.045801748,0.24262558,0.2921465,0.056389578,0.12078031,0.07895148,-1.2143183,0.1995793,0.35151365,0.21244594,0.65266126,0.00028145732,0.44386303,-0.005595516,0.0030666399
-0.043820187,0.0023316653,-0.08055055,-0.4091001,-0.10491545,-0.116570026,0.13317588,0.16944048,-0.66652364,0.12635054,0.122179575,0.060833137,0.013465033,-0.12306494,-0.4496716,-0.20461322,0.1911121,-1.1026741,0.24204445,-0.09975402,-0.066737875,0.074807085,0.18834856,0.1667587,0.3379699,-0.99450076,-0.31640843,0.0010088268,-0.086489126,0.0008014342,0.0013076547
0.042925652,0.010279107,-0.1042837,-0.3318212,-0.42328155,-0.069495834,-0.27068195,-0.64198744,-0.3143675,0.16214935,0.14953451,-0.22256786,0.07554302,0.024141435,-0.42212236,0.0118976915,0.2083369,0.22746609,-1.9450021,-0.11460113,-0.024641372,0.03473657,0.1695575,-0.83790576,0.29687867,0.2547504,-0.10932941,0.018399963,0.5058861,0.0021824911,-0.0048951698
0.08297787,-0.0039705625,-0.06445065,-0.36433157,-0.14709176,-0.13102156,0.10976136,0.14538798,0.15603632,0.12392355,0.08928041,0.07971512,0.026078943,-0.05316253,-1.0327758,-0.27999198,0.032697413,-1.126916,0.2102841,0.04226016,-0.07468786,-0.49495333,0.15503761,0.16412272,0.3338114,-1.1068989,-0.7500906,-0.06379169,-0.11757342,-0.0015615111,-0.0034849076
0.0249851,0.0012478649,-0.0018216199,0.07091773,-0.6489743,-0.039925218,-0.120951675,-0.5301591,-0.3344663,-0.35980985,-0.5672882,-0.1856572,0.09587772,-0.02375446,0.018647322,-0.08360842,0.21393196,0.20047125,-2.061388,-0.09913735,-0.022074064,0.030036112,0.19405901,-0.8168108,0.2986635,0.23370908,0.0725993,-0.022115313,0.7388345,-0.01239992,0.0001779315
0.11062048,0.015281533,-0.018258667,0.08725787,0.085528314,-0.07934448,-0.21828088,-0.6507685,-0.5267536,0.11886573,-0.63841,-0.28102237,0.10920567,0.02276252,-0.15126899,0.115385085,-0.07336028,0.19348206,0.25050163,-0.17201631,-0.08994945,0.036981612,0.17220397,0.1293397,-0.43806207,0.21927644,-0.047938447,-0.016674042,0.26373175,-0.002510364,0.0070493873
0.114848375,0.03714273,0.047433294,0.09563115,-0.46918592,-0.0932426,-0.22276488,0.23608512,0.2952316,0.33832493,0.25567994,0.18538235,-0.39611366,0.052132487,0.42583862,-0.43411884,0.0015366629,0.25143647,0.3045914,0.06851191,0.061850075,0.1102093,0.21355996,0.17838576,-0.6346432,0.27869058,-0.08532539,-0.0054734224,-0.39849117,-0.0034639104,0.00685514
-0.085249856,-0.0050870967,0.05001171,0.08001467,0.4321574,-0.106201954,0.12318254,0.16996321,-0.7394648,0.08312743,0.18547976,0.093434475,0.13451675,-0.16671464,-0.33071238,0.1150066,-0.016367245,0.23246409,0.27215147,-0.1290367,-0.100209564,0.1039575,0.18772694,0.17659645,0.40090922,-1.1453072,-0.31065825,0.003168511,-0.14382055,0.01128798,0.00094205677
0.10724558,0.028816763,0.069767945,0.07792336,0.39029086,-0.098857835,0.1449474,0.225523,0.27215287,0.21222983,0.20850977,-0.36958268,0.14082132,0.037636004,0.29945073,0.07496688,0.058261476,0.2738166,0.3046355,0.05435398,0.07915703,0.105685346,0.16334143,0.1677862,-0.61356044,0.24568366,-0.21088018,0.0101853665,-0.9180183,-0.0046056304,0.001592738
-0.08250997,-0.0062205177,-2.9038696e-05,0.08663688,-0.3022088,-0.039551884,-0.13681906,-0.63797945,0.22058935,0.24356635,-0.68679434,-0.13621156,-0.19818088,-0.012425799,0.064658195,-0.032716796,0.203169,0.16142182,-1.9788353,-0.12232898,-0.041718602,0.03513385,0.1793685,-0.94167244,0.23093417,0.24746272,-0.07628402,0.02169495,0.6302348,-0.010140931,0.0029173933
0.051784452,-0.0038356178,-0.08300573,-0.3003774,-0.43683115,-0.05185595,-0.13623141,-0.53053814,0.14695777,-0.32499126,-0.3998782,0.1500602,0.10834562,-0.017968062,-0.2438275,-0.15034564,0.19005391,0.20468968,-1.9297798,-0.09871374,-0.045299776,0.030542409,0.17178802,-0.7835924,0.25850943,0.23545678,-0.13945659,0.0031303978,0.4906415,0.008634794,0.0059085367
0.07973553,-0.14182623,0.059480213,0.1202928,-0.44531757,-0.08201282,-0.22877692,0.24764507,-0.76969534,0.21152987,0.17015068,-0.44047725,0.20591363,0.066287495,0.3558381,-0.57978433,-0.021248793,0.23657657,0.30200896,0.07355704,0.045622177,0.09332173,0.21311545,0.16287597,-0.6153538,0.22981058,0.1989383,0.021568974,-0.12708229,-0.0055897804,0.013381394
0.16787852,0.0041427966,0.030681789,0.08141849,0.07331052,-0.04336793,0.099479936,-0.7799817,-0.55932564,0.21315785,0.14562415,-0.2429803,-0.24906631,0.057860676,0.899195,0.13308492,-0.01459475,0.21394815,0.26962516,0.12228327,0.07145632,0.041015472,0.17987266,-1.1633399,0.37352896,0.22627687,0.46732768,0.040005002,0.21515729,-0.0026334524,0.012143755
0.17576458,0.034133546,-0.11335762,0.05893679,-0.06717232,-0.07879847,-0.26859957,-0.6082368,0.16681226,0.19250312,-0.74901146,-0.28022024,0.10904642,0.013042778,-0.44428542,-0.34394783,-0.09079883,0.23336238,0.24518703,-0.1973277,-0.082497515,0.03230014,0.20220114,-1.0334909,0.32570234,0.26091018,-0.16470325,0.023177309,0.41221806,0.0022426555,0.004008391
0.18997167,-0.02753514,-0.10443027,0.06733553,0.27638966,-0.07615051,-0.16350861,0.16119578,-0.5011149,0.26661193,0.1224159,0.19574393,0.11249387,0.09689791,0.41851938,0.0585415,0.018105537,0.2549226,0.28108275,0.05596809,0.109623976,0.067163005,0.20716678,-1.358492,0.37462115,0.2324998,0.038322117,0.009334046,-0.1844865,-0.0024659452,0.004438532
0.009012423,0.03648585,-0.04187543,-0.29032156,-0.7149338,-0.05416442,0.0995525,-0.57349,-0.2679474,-0.31503367,-0.56152225,0.13048206,-0.08699032,-0.024963425,0.03871277,-0.15582669,0.2284586,-0.97579926,0.24461193,-0.09996898,-0.01568982,0.031653393,0.19692947,-0.86010724,0.32458615,0.20539951,0.08378953,0.05150017,0.51890594,-0.00833278,0.0044861557
-0.13230859,-0.1260469,0.095001094,0.11552693,-0.13213727,-0.075206004,-0.13153362,0.19941762,0.31047085,0.2316415,0.24727364,-0.28326908,-0.4964689,0.054979056,0.5810647,-0.30517745,0.022779705,0.22826363,0.29156765,0.060385972,0.08637999,0.09969267,0.19719018,0.17816456,-0.566186,0.219522,0.48097718,0.019727625,-0.26567468,-0.0014976421,0.0038178617
0.066184916,0.0026513368,-0.1005302,-0.37054804,-0.72394603,-0.053647134,-0.113767214,-0.97633934,0.3133577,0.34903902,0.18886735,-0.20156857,-0.15971738,0.044015877,0.7804333,-0.232256,0.10444994,-1.0892605,0.26588163,0.068455435,0.054608222,0.044529144,0.19737509,-1.0308001,0.31933117,0.24388783,0.2753563,-0.0014786725,0.06366672,-0.0051239203,0.006274691
0.085601255,-0.17244335,-0.12578599,-0.6197237,-0.3514991,-0.057891816,-0.12159214,0.239295,-0.44234467,-0.3026242,-0.6214562,-0.13712956,-0.22679132,0.02217656,0.5703335,-0.18575282,0.24843927,-1.0257707,0.16263847,0.061458874,0.0425674,0.05257036,0.15993719,0.1441777,-0.4676037,0.16446118,0.52906686,0.0057202457,0.6984803,-0.0059110005,-0.006162984
0.07354521,0.006079122,-0.12425143,-0.4163551,-0.41833073,-0.08252951,-0.25247958,0.11371652,0.15621634,0.17565456,0.12379091,0.09921745,0.082467146,-0.044979338,-0.8009348,-0.06820762,0.058144428,0.1982873,-2.0045,0.06072528,-0.06076013,-0.37593532,0.17601581,-0.83849645,0.38372728,0.2349698,-0.65739363,0.0062588532,0.5037943,0.000544149,-6.3268744e-05
-0.02562228,0.012143949,0.12481789,0.10036487,-1.5482292,-0.0421824,-0.075656004,0.23610201,0.27200043,-0.49578375,-0.81431097,-0.13687387,-0.23281126,0.023940831,0.735111,0.11506309,0.08177796,0.17895898,-1.8177245,0.048853327,0.039017964,0.05811989,0.13079113,-1.0215325,0.27720436,0.20855978,0.6879541,0.03710412,0.48141402,-0.007519693,0.0040419884
-0.011863881,0.029294219,-0.11012896,0.090123475,-0.44234058,-0.07455404,-0.1216172,0.22683595,0.21612975,-0.59488165,0.24404314,-0.18154867,-0.33749676,0.056009542,0.6935097,-0.20700717,-0.020615691,0.24510284,0.30116346,0.06660174,0.09081494,0.09360392,0.16203505,0.19926535,-0.5428442,0.24095783,0.35802642,-0.07837758,-0.082645066,-0.005811132,0.003196288
-0.08416269,0.043655165,0.029657587,0.09851734,-0.966718,-0.077832416,-0.1884196,0.26110688,-0.5530777,0.1532207,0.2478673,-0.26559043,0.100842685,0.07444547,0.30082646,-0.28843132,-0.065147564,0.21744707,0.2742316,0.061779186,0.036070753,0.07569625,-1.6076121,0.17892675,0.31203654,0.23715577,0.091705635,0.018738111,-0.06983517,-0.0053959507,0.014833046
0.03369473,0.015584762,0.037597626,0.09825155,-1.1556268,0.5093496,0.12347779,-0.75542676,-0.2303048,-0.23673674,0.20937443,0.08841892,0.05737245,-0.066201404,-0.29693145,-0.22667205,0.19948101,0.18961981,-2.063395,-0.115662016,-0.017872475,0.03403818,-1.0851245,0.16076542,0.21685904,0.20815012,-0.20547225,-0.0099616125,0.41410133,0.005345613,0.0072012856
0.099870354,0.0028828084,-0.12108285,-0.2624474,-0.02818543,-0.07723797,0.094781324,0.16963546,0.11740651,-0.5293089,-0.49807873,0.13319734,0.055611365,0.0564808,-0.2333899,-0.01498988,0.14219557,-1.126739,0.2230357,-0.059411827,-0.04973975,0.051042546,0.1686164,-1.0778255,0.30418336,0.20491792,-0.29096714,-0.03775661,0.36887634,0.0018373651,0.014648502
0.1381599,0.034944884,0.05353716,0.11642791,0.17702042,-0.07903925,-0.17538972,0.20832781,0.3684935,0.24265432,0.23595922,-0.25119373,-0.45121795,-0.15121941,0.6251224,0.1445963,0.033795774,0.23960824,0.29412305,0.05124151,0.10446142,0.10248183,0.17521143,0.16996475,-0.5954389,0.21394803,0.6247763,0.025509737,0.057079606,-0.002672166,0.0005997097
0.15287465,0.018606966,0.014793751,0.06450461,0.37809193,-0.086733535,0.040807664,0.1766751,-0.60171354,0.1038505,-0.8977002,-0.27832922,-0.3641616,0.084957145,-0.18804842,-0.05432154,-0.077061765,0.20100282,0.2802136,-0.23428008,-0.14648263,0.06290891,0.16166109,0.13801159,-0.5730677,0.20479333,-0.001777033,0.018776404,0.42745307,-0.002510364,0.0034207716
-0.06737346,0.027026359,-0.09352314,0.074573144,-0.3178491,-0.13164292,-0.23450887,0.18823902,-0.54775417,0.15538202,0.17766082,0.13877368,0.12618978,0.07422095,0.24679326,-0.41952628,-0.013262619,-1.3084153,0.26592115,0.0674096,0.020865569,0.08591316,0.20275733,0.18090358,-0.44930023,0.24510793,-0.076358,-0.0072762487,-0.10016785,-0.0053950977,0.009701024
